DATE,2Y_Yield
2019-03-31,-0.178
2019-04-30,-0.149
2019-05-31,-0.173
2019-06-30,-0.218
2019-07-31,-0.205
2019-08-31,-0.305
2019-09-30,-0.322
2019-10-31,-0.231
2019-11-30,-0.173
2019-12-31,-0.127
2020-01-31,-0.152
2020-02-29,-0.253
2020-03-31,-0.141
2020-04-30,-0.178
2020-05-31,-0.163
2020-06-30,-0.143
2020-07-31,-0.138
2020-08-31,-0.113
2020-09-30,-0.136
2020-10-31,-0.122
2020-11-30,-0.123
2020-12-31,-0.122
2021-01-31,-0.125
2021-02-28,-0.112
2021-03-31,-0.123
2021-04-30,-0.124
2021-05-31,-0.128
2021-06-30,-0.112
2021-07-31,-0.124
2021-08-31,-0.132
2021-09-30,-0.124
2021-10-31,-0.101
2021-11-30,-0.125
2021-12-31,-0.089
2022-01-31,-0.049
2022-02-28,-0.03
2022-03-31,-0.04
2022-04-30,-0.054
2022-05-31,-0.073
2022-06-30,-0.058
2022-07-31,-0.084
2022-08-31,-0.084
2022-09-30,-0.048
2022-10-31,-0.039
2022-11-30,-0.024
2022-12-31,0.032
2023-01-31,-0.018
2023-02-28,-0.037
2023-03-31,-0.055
2023-04-30,-0.036
2023-05-31,-0.052
2023-06-30,-0.066
2023-07-31,0.007
2023-08-31,0.031
2023-09-30,0.051
2023-10-31,0.156
2023-11-30,0.029
2023-12-31,0.049
