DATE,5Y_Yield
2008-09-30,2.88
2008-10-31,2.73
2008-11-30,2.29
2008-12-31,1.52
2009-01-31,1.6
2009-02-28,1.87
2009-03-31,1.82
2009-04-30,1.86
2009-05-31,2.13
2009-06-30,2.71
2009-07-31,2.46
2009-08-31,2.57
2009-09-30,2.37
2009-10-31,2.33
2009-11-30,2.23
2009-12-31,2.34
2010-01-31,2.48
2010-02-28,2.36
2010-03-31,2.43
2010-04-30,2.58
2010-05-31,2.18
2010-06-30,2.0
2010-07-31,1.76
2010-08-31,1.47
2010-09-30,1.41
2010-10-31,1.18
2010-11-30,1.35
2010-12-31,1.93
2011-01-31,1.99
2011-02-28,2.26
2011-03-31,2.11
2011-04-30,2.17
2011-05-31,1.84
2011-06-30,1.58
2011-07-31,1.54
2011-08-31,1.02
2011-09-30,0.9
2011-10-31,1.06
2011-11-30,0.91
2011-12-31,0.89
2012-01-31,0.84
2012-02-29,0.83
2012-03-31,1.02
2012-04-30,0.89
2012-05-31,0.76
2012-06-30,0.71
2012-07-31,0.62
2012-08-31,0.71
2012-09-30,0.67
2012-10-31,0.71
2012-11-30,0.67
2012-12-31,0.7
2013-01-31,0.81
2013-02-28,0.85
2013-03-31,0.82
2013-04-30,0.71
2013-05-31,0.84
2013-06-30,1.2
2013-07-31,1.4
2013-08-31,1.52
2013-09-30,1.6
2013-10-31,1.37
2013-11-30,1.37
2013-12-31,1.58
2014-01-31,1.65
2014-02-28,1.52
2014-03-31,1.64
2014-04-30,1.7
2014-05-31,1.59
2014-06-30,1.68
2014-07-31,1.7
2014-08-31,1.63
2014-09-30,1.77
2014-10-31,1.55
2014-11-30,1.62
2014-12-31,1.64
2015-01-31,1.37
2015-02-28,1.47
2015-03-31,1.52
2015-04-30,1.35
2015-05-31,1.54
2015-06-30,1.68
2015-07-31,1.63
2015-08-31,1.54
2015-09-30,1.49
2015-10-31,1.39
2015-11-30,1.67
2015-12-31,1.7
2016-01-31,1.52
2016-02-29,1.22
2016-03-31,1.38
2016-04-30,1.26
2016-05-31,1.3
2016-06-30,1.17
2016-07-31,1.07
2016-08-31,1.13
2016-09-30,1.18
2016-10-31,1.27
2016-11-30,1.6
2016-12-31,1.96
2017-01-31,1.92
2017-02-28,1.9
2017-03-31,2.01
2017-04-30,1.82
2017-05-31,1.84
2017-06-30,1.77
2017-07-31,1.87
2017-08-31,1.78
2017-09-30,1.8
2017-10-31,1.98
2017-11-30,2.05
2017-12-31,2.18
2018-01-31,2.38
2018-02-28,2.6
2018-03-31,2.63
2018-04-30,2.7
2018-05-31,2.82
2018-06-30,2.78
2018-07-31,2.78
2018-08-31,2.77
2018-09-30,2.89
2018-10-31,3.0
2018-11-30,2.95
2018-12-31,2.68
2019-01-31,2.54
2019-02-28,2.49
2019-03-31,2.37
2019-04-30,2.33
2019-05-31,2.19
2019-06-30,1.83
2019-07-31,1.83
2019-08-31,1.49
2019-09-30,1.57
2019-10-31,1.53
2019-11-30,1.64
2019-12-31,1.68
2020-01-31,1.56
2020-02-29,1.32
2020-03-31,0.59
2020-04-30,0.39
2020-05-31,0.34
2020-06-30,0.34
2020-07-31,0.28
2020-08-31,0.27
2020-09-30,0.27
2020-10-31,0.34
2020-11-30,0.39
2020-12-31,0.39
2021-01-31,0.45
2021-02-28,0.54
2021-03-31,0.82
2021-04-30,0.86
2021-05-31,0.82
2021-06-30,0.84
2021-07-31,0.76
2021-08-31,0.77
2021-09-30,0.86
2021-10-31,1.11
2021-11-30,1.2
2021-12-31,1.23
2022-01-31,1.54
2022-02-28,1.81
2022-03-31,2.11
2022-04-30,2.78
2022-05-31,2.87
2022-06-30,3.19
2022-07-31,2.96
2022-08-31,3.03
2022-09-30,3.7
2022-10-31,4.18
2022-11-30,4.06
2022-12-31,3.76
2023-01-31,3.64
2023-02-28,3.94
2023-03-31,3.82
2023-04-30,3.54
2023-05-31,3.59
2023-06-30,3.95
2023-07-31,4.14
2023-08-31,4.31
2023-09-30,4.49
2023-10-31,4.77
2023-11-30,4.49
2023-12-31,4.0
