DATE,2Y_Yield
2009-09-30,0.96
2009-10-31,0.95
2009-11-30,0.8
2009-12-31,0.87
2010-01-31,0.93
2010-02-28,0.86
2010-03-31,0.96
2010-04-30,1.06
2010-05-31,0.83
2010-06-30,0.72
2010-07-31,0.62
2010-08-31,0.52
2010-09-30,0.48
2010-10-31,0.38
2010-11-30,0.45
2010-12-31,0.62
2011-01-31,0.61
2011-02-28,0.77
2011-03-31,0.7
2011-04-30,0.73
2011-05-31,0.56
2011-06-30,0.41
2011-07-31,0.41
2011-08-31,0.23
2011-09-30,0.21
2011-10-31,0.28
2011-11-30,0.25
2011-12-31,0.26
2012-01-31,0.24
2012-02-29,0.28
2012-03-31,0.34
2012-04-30,0.29
2012-05-31,0.29
2012-06-30,0.29
2012-07-31,0.25
2012-08-31,0.27
2012-09-30,0.26
2012-10-31,0.28
2012-11-30,0.27
2012-12-31,0.26
2013-01-31,0.27
2013-02-28,0.27
2013-03-31,0.26
2013-04-30,0.23
2013-05-31,0.25
2013-06-30,0.33
2013-07-31,0.34
2013-08-31,0.36
2013-09-30,0.4
2013-10-31,0.34
2013-11-30,0.3
2013-12-31,0.34
2014-01-31,0.39
2014-02-28,0.33
2014-03-31,0.4
2014-04-30,0.42
2014-05-31,0.39
2014-06-30,0.45
2014-07-31,0.51
2014-08-31,0.47
2014-09-30,0.57
2014-10-31,0.45
2014-11-30,0.53
2014-12-31,0.64
2015-01-31,0.55
2015-02-28,0.62
2015-03-31,0.64
2015-04-30,0.54
2015-05-31,0.61
2015-06-30,0.69
2015-07-31,0.67
2015-08-31,0.7
2015-09-30,0.71
2015-10-31,0.64
2015-11-30,0.88
2015-12-31,0.98
2016-01-31,0.9
2016-02-29,0.73
2016-03-31,0.88
2016-04-30,0.77
2016-05-31,0.82
2016-06-30,0.73
2016-07-31,0.67
2016-08-31,0.74
2016-09-30,0.77
2016-10-31,0.84
2016-11-30,0.98
2016-12-31,1.2
2017-01-31,1.21
2017-02-28,1.2
2017-03-31,1.31
2017-04-30,1.24
2017-05-31,1.3
2017-06-30,1.34
2017-07-31,1.37
2017-08-31,1.34
2017-09-30,1.38
2017-10-31,1.55
2017-11-30,1.7
2017-12-31,1.84
2018-01-31,2.03
2018-02-28,2.18
2018-03-31,2.28
2018-04-30,2.38
2018-05-31,2.51
2018-06-30,2.53
2018-07-31,2.61
2018-08-31,2.64
2018-09-30,2.77
2018-10-31,2.86
2018-11-30,2.86
2018-12-31,2.68
2019-01-31,2.54
2019-02-28,2.5
2019-03-31,2.41
2019-04-30,2.34
2019-05-31,2.21
2019-06-30,1.81
2019-07-31,1.84
2019-08-31,1.57
2019-09-30,1.65
2019-10-31,1.55
2019-11-30,1.61
2019-12-31,1.61
2020-01-31,1.52
2020-02-29,1.33
2020-03-31,0.45
2020-04-30,0.22
2020-05-31,0.17
2020-06-30,0.19
2020-07-31,0.15
2020-08-31,0.14
2020-09-30,0.13
2020-10-31,0.15
2020-11-30,0.17
2020-12-31,0.14
2021-01-31,0.13
2021-02-28,0.12
2021-03-31,0.15
2021-04-30,0.16
2021-05-31,0.16
2021-06-30,0.2
2021-07-31,0.22
2021-08-31,0.22
2021-09-30,0.24
2021-10-31,0.39
2021-11-30,0.51
2021-12-31,0.68
2022-01-31,0.98
2022-02-28,1.44
2022-03-31,1.91
2022-04-30,2.54
2022-05-31,2.62
2022-06-30,3.0
2022-07-31,3.04
2022-08-31,3.25
2022-09-30,3.86
2022-10-31,4.38
2022-11-30,4.5
2022-12-31,4.29
2023-01-31,4.21
2023-02-28,4.53
2023-03-31,4.3
2023-04-30,4.02
2023-05-31,4.13
2023-06-30,4.64
2023-07-31,4.83
2023-08-31,4.9
2023-09-30,5.02
2023-10-31,5.07
2023-11-30,4.88
2023-12-31,4.46
