DATE,1Y_Yield
2016-04-30,0.56
2016-05-31,0.59
2016-06-30,0.55
2016-07-31,0.51
2016-08-31,0.57
2016-09-30,0.59
2016-10-31,0.66
2016-11-30,0.74
2016-12-31,0.87
2017-01-31,0.83
2017-02-28,0.82
2017-03-31,1.01
2017-04-30,1.04
2017-05-31,1.12
2017-06-30,1.2
2017-07-31,1.22
2017-08-31,1.23
2017-09-30,1.28
2017-10-31,1.4
2017-11-30,1.56
2017-12-31,1.7
2018-01-31,1.8
2018-02-28,1.96
2018-03-31,2.06
2018-04-30,2.15
2018-05-31,2.27
2018-06-30,2.33
2018-07-31,2.39
2018-08-31,2.45
2018-09-30,2.56
2018-10-31,2.65
2018-11-30,2.7
2018-12-31,2.66
2019-01-31,2.58
2019-02-28,2.55
2019-03-31,2.49
2019-04-30,2.42
2019-05-31,2.34
2019-06-30,2.0
2019-07-31,1.96
2019-08-31,1.77
2019-09-30,1.8
2019-10-31,1.61
2019-11-30,1.57
2019-12-31,1.55
2020-01-31,1.53
2020-02-29,1.41
2020-03-31,0.33
2020-04-30,0.18
2020-05-31,0.16
2020-06-30,0.18
2020-07-31,0.15
2020-08-31,0.13
2020-09-30,0.13
2020-10-31,0.13
2020-11-30,0.12
2020-12-31,0.1
2021-01-31,0.1
2021-02-28,0.07
2021-03-31,0.08
2021-04-30,0.06
2021-05-31,0.05
2021-06-30,0.07
2021-07-31,0.08
2021-08-31,0.07
2021-09-30,0.08
2021-10-31,0.11
2021-11-30,0.18
2021-12-31,0.3
2022-01-31,0.55
2022-02-28,1.0
2022-03-31,1.34
2022-04-30,1.89
2022-05-31,2.06
2022-06-30,2.65
2022-07-31,3.02
2022-08-31,3.28
2022-09-30,3.89
2022-10-31,4.43
2022-11-30,4.73
2022-12-31,4.68
2023-01-31,4.69
2023-02-28,4.93
2023-03-31,4.68
2023-04-30,4.68
2023-05-31,4.91
2023-06-30,5.24
2023-07-31,5.37
2023-08-31,5.37
2023-09-30,5.44
2023-10-31,5.42
2023-11-30,5.28
2023-12-31,4.96
