Date,Price,Open,High,Low,Change %
01-11-2005,0.236,0.32,0.38,0.227,-24.60%
01-10-2005,0.313,0.268,0.338,0.244,17.23%
01-09-2005,0.267,0.133,0.282,0.105,100.75%
01-08-2005,0.133,0.113,0.21,0.1,30.39%
01-07-2005,0.102,0.069,0.124,0.052,75.86%
01-06-2005,0.058,0.073,0.101,0.05,-25.64%
01-05-2005,0.078,0.055,0.103,0.042,16.42%
01-04-2005,0.067,0.11,0.125,0.049,-45.97%
01-03-2005,0.124,0.138,0.194,0.082,-6.06%
01-02-2005,0.132,0.085,0.136,0.07,45.05%
01-01-2005,0.091,0.1,0.145,0.075,-22.22%
01-12-2004,0.117,0.085,0.117,0.055,30.00%
01-11-2004,0.09,0.12,0.145,0.075,-28.00%
01-10-2004,0.125,0.155,0.175,0.11,-17.22%
01-09-2004,0.151,0.155,0.175,0.135,-5.63%
01-08-2004,0.16,0.23,0.235,0.135,-27.27%
01-07-2004,0.22,0.215,0.24,0.18,-6.38%
01-06-2004,0.235,0.145,0.295,0.135,62.07%
01-05-2004,0.145,0.16,0.16,0.12,-9.38%
01-04-2004,0.16,0.135,0.175,0.135,10.34%
01-03-2004,0.145,0.05,0.16,0.05,163.64%
01-02-2004,0.055,0.08,0.08,0.055,-35.29%
01-01-2004,0.085,0.115,0.115,0.08,-22.73%
01-12-2003,0.11,0.115,0.13,0.08,-12.00%
01-11-2003,0.125,0.17,0.18,0.11,-19.35%
01-10-2003,0.155,0.2,0.2,0.12,-29.55%
01-09-2003,0.22,0.24,0.3,0.155,10.00%
01-08-2003,0.2,0.085,0.22,0.08,150.00%
01-07-2003,0.08,0.12,0.15,0.08,-23.81%
01-06-2003,0.105,0.03,0.105,0.025,250.00%
01-05-2003,0.03,0.03,0.03,0.03,-40.00%
01-04-2003,0.05,0.05,0.05,0.05,-28.57%
01-03-2003,0.07,0.07,0.07,0.07,40.00%
01-02-2003,0.05,0.05,0.05,0.05,0.00%
01-01-2003,0.05,0.05,0.05,0.05,-28.57%
01-12-2002,0.07,0.07,0.07,0.07,0.00%
01-11-2002,0.07,0.07,0.07,0.07,55.56%
01-10-2002,0.045,0.045,0.045,0.045,-25.00%
01-09-2002,0.06,0.06,0.06,0.06,500.00%
01-08-2002,0.01,0.01,0.01,0.01,-83.33%
01-07-2002,0.06,0.06,0.06,0.06,-29.41%
01-06-2002,0.085,0.085,0.085,0.085,41.67%
01-05-2002,0.06,0.06,0.06,0.06,-7.69%
01-04-2002,0.065,0.065,0.065,0.065,-23.53%
01-03-2002,0.085,0.085,0.085,0.085,-32.00%
01-02-2002,0.125,0.125,0.125,0.125,-10.71%
01-01-2002,0.14,0.14,0.14,0.14,16.67%
01-12-2001,0.12,0.12,0.12,0.12,-17.24%
01-11-2001,0.145,0.145,0.145,0.145,26.09%
01-10-2001,0.115,0.115,0.115,0.115,0.00%
01-09-2001,0.115,0.115,0.115,0.115,35.29%
01-08-2001,0.085,0.085,0.085,0.085,-22.73%
01-07-2001,0.11,0.11,0.11,0.11,37.50%
01-06-2001,0.08,0.08,0.08,0.08,33.33%
01-05-2001,0.06,0.06,0.06,0.06,-42.86%
01-04-2001,0.105,0.105,0.105,0.105,-34.38%
01-03-2001,0.16,0.16,0.16,0.16,-27.27%
01-02-2001,0.22,0.22,0.22,0.22,-38.20%
01-01-2001,0.356,0.356,0.356,0.356,-24.26%
01-12-2000,0.47,0.47,0.47,0.47,-1.67%
01-11-2000,0.478,0.478,0.478,0.478,-2.25%
01-10-2000,0.489,0.489,0.489,0.489,-18.50%
01-09-2000,0.6,0.6,0.6,0.6,12.36%
01-08-2000,0.534,0.534,0.534,0.534,59.40%
01-07-2000,0.335,0.335,0.335,0.335,-25.39%
01-06-2000,0.449,0.449,0.449,0.449,52.72%
01-05-2000,0.294,0.294,0.294,0.294,-13.27%
01-04-2000,0.339,0.339,0.339,0.339,-17.92%
01-03-2000,0.413,0.413,0.413,0.413,42.91%
01-02-2000,0.289,0.289,0.289,0.289,-2.36%
01-01-2000,0.296,0.296,0.296,0.296,18.88%
