Date,Price,Open,High,Low,Change %
01-01-2019,-0.158,-0.166,-0.133,-0.188,8.22%
01-12-2018,-0.146,-0.1,-0.097,-0.161,41.75%
01-11-2018,-0.103,-0.072,-0.064,-0.11,32.05%
01-10-2018,-0.078,-0.066,-0.047,-0.087,20.00%
01-09-2018,-0.065,-0.066,-0.049,-0.074,-10.96%
01-08-2018,-0.073,-0.083,-0.037,-0.091,-22.34%
01-07-2018,-0.094,-0.109,-0.065,-0.12,-13.76%
01-06-2018,-0.109,-0.119,-0.096,-0.121,-6.03%
01-05-2018,-0.116,-0.105,-0.091,-0.123,18.37%
01-04-2018,-0.098,-0.104,-0.079,-0.121,-4.85%
01-03-2018,-0.103,-0.109,-0.092,-0.123,-6.36%
01-02-2018,-0.11,-0.078,-0.06,-0.114,41.03%
01-01-2018,-0.078,-0.1,-0.063,-0.101,-21.21%
01-12-2017,-0.099,-0.109,-0.085,-0.119,-12.39%
01-11-2017,-0.113,-0.093,-0.088,-0.141,21.51%
01-10-2017,-0.093,-0.071,-0.059,-0.101,25.68%
01-09-2017,-0.074,-0.136,-0.062,-0.154,-45.99%
01-08-2017,-0.137,-0.058,-0.051,-0.138,136.21%
01-07-2017,-0.058,-0.064,-0.028,-0.069,-4.92%
01-06-2017,-0.061,-0.112,-0.057,-0.116,-46.02%
01-05-2017,-0.113,-0.16,-0.1,-0.161,-27.56%
01-04-2017,-0.156,-0.116,-0.103,-0.175,31.09%
01-03-2017,-0.119,-0.131,-0.098,-0.156,-14.39%
01-02-2017,-0.139,-0.096,-0.061,-0.144,56.18%
01-01-2017,-0.089,-0.11,-0.076,-0.137,-13.59%
01-12-2016,-0.103,-0.091,-0.047,-0.108,6.19%
01-11-2016,-0.097,-0.191,-0.047,-0.213,-48.40%
01-10-2016,-0.188,-0.235,-0.179,-0.238,-21.99%
01-09-2016,-0.241,-0.172,-0.137,-0.245,36.93%
01-08-2016,-0.176,-0.262,-0.13,-0.265,-28.46%
01-07-2016,-0.246,-0.305,-0.259,-0.375,-19.87%
01-06-2016,-0.307,-0.223,-0.215,-0.313,33.48%
01-05-2016,-0.23,-0.202,-0.189,-0.238,18.56%
01-04-2016,-0.194,-0.197,-0.172,-0.261,2.11%
01-03-2016,-0.19,-0.222,-0.109,-0.233,-13.64%
01-02-2016,-0.22,-0.072,-0.072,-0.255,340.00%
01-01-2016,-0.05,0.035,0.037,-0.067,-238.89%
01-12-2015,0.036,0.041,0.047,0.033,-7.69%
01-11-2015,0.039,0.044,0.06,0.033,-7.14%
01-10-2015,0.042,0.061,0.071,0.04,-35.38%
01-09-2015,0.065,0.082,0.095,0.052,-8.45%
01-08-2015,0.071,0.094,0.105,0.068,-26.04%
01-07-2015,0.096,0.122,0.141,0.096,-17.95%
01-06-2015,0.117,0.09,0.146,0.09,28.57%
01-05-2015,0.091,0.086,0.141,0.086,10.98%
01-04-2015,0.082,0.139,0.142,0.053,-40.58%
01-03-2015,0.138,0.074,0.145,0.072,76.92%
01-02-2015,0.078,0.047,0.155,0.044,56.00%
01-01-2015,0.05,0.03,0.066,-0.003,51.52%
01-12-2014,0.033,0.105,0.11,0.031,-69.44%
01-11-2014,0.108,0.116,0.171,0.106,-16.92%
01-10-2014,0.13,0.175,0.175,0.111,-24.86%
01-09-2014,0.173,0.163,0.19,0.158,6.79%
01-08-2014,0.162,0.152,0.17,0.148,7.28%
01-07-2014,0.151,0.169,0.171,0.148,-11.18%
01-06-2014,0.17,0.18,0.204,0.166,-3.95%
01-05-2014,0.177,0.198,0.201,0.174,-10.15%
01-04-2014,0.197,0.207,0.217,0.188,-2.96%
01-03-2014,0.203,0.183,0.209,0.177,10.33%
01-02-2014,0.184,0.196,0.21,0.181,-8.91%
01-01-2014,0.202,0.243,0.243,0.196,-17.21%
01-12-2013,0.244,0.184,0.254,0.184,29.79%
01-11-2013,0.188,0.201,0.221,0.187,-6.93%
01-10-2013,0.202,0.248,0.253,0.2,-17.21%
01-09-2013,0.244,0.261,0.3,0.236,-7.58%
01-08-2013,0.264,0.29,0.322,0.261,-9.90%
01-07-2013,0.293,0.319,0.347,0.264,-6.09%
01-06-2013,0.312,0.353,0.372,0.272,-13.81%
01-05-2013,0.362,0.246,0.475,0.221,41.41%
01-04-2013,0.256,0.148,0.328,0.128,88.24%
01-03-2013,0.136,0.12,0.138,0.101,8.80%
01-02-2013,0.125,0.15,0.168,0.119,-16.67%
01-01-2013,0.15,0.188,0.209,0.146,-18.03%
01-12-2012,0.183,0.174,0.22,0.157,5.17%
01-11-2012,0.174,0.201,0.205,0.172,-13.00%
01-10-2012,0.2,0.201,0.214,0.185,1.01%
01-09-2012,0.198,0.207,0.259,0.195,-6.16%
01-08-2012,0.211,0.185,0.252,0.171,7.65%
01-07-2012,0.196,0.219,0.229,0.178,-10.50%
01-06-2012,0.219,0.214,0.26,0.195,3.30%
01-05-2012,0.212,0.268,0.268,0.206,-19.08%
01-04-2012,0.262,0.332,0.369,0.259,-19.14%
01-03-2012,0.324,0.299,0.379,0.285,8.36%
01-02-2012,0.299,0.339,0.361,0.298,-11.54%
01-01-2012,0.338,0.336,0.362,0.33,-2.87%
01-12-2011,0.348,0.386,0.395,0.335,-7.94%
01-11-2011,0.378,0.37,0.402,0.31,-2.33%
01-10-2011,0.387,0.375,0.394,0.335,3.75%
01-09-2011,0.373,0.345,0.377,0.306,9.38%
01-08-2011,0.341,0.365,0.38,0.293,-8.33%
01-07-2011,0.372,0.43,0.45,0.362,-13.49%
01-06-2011,0.43,0.433,0.452,0.379,0.00%
01-05-2011,0.43,0.465,0.469,0.401,-8.51%
01-04-2011,0.47,0.492,0.569,0.469,-4.47%
01-03-2011,0.492,0.558,0.587,0.436,-10.55%
01-02-2011,0.55,0.504,0.63,0.491,12.70%
01-01-2011,0.488,0.403,0.541,0.401,22.31%
01-12-2010,0.399,0.447,0.603,0.38,-9.93%
01-11-2010,0.443,0.294,0.479,0.288,47.67%
01-10-2010,0.3,0.27,0.308,0.197,13.21%
01-09-2010,0.265,0.269,0.404,0.258,0.00%
01-08-2010,0.265,0.352,0.367,0.251,-25.35%
01-07-2010,0.355,0.353,0.392,0.316,0.00%
01-06-2010,0.355,0.432,0.455,0.348,-18.20%
01-05-2010,0.434,0.454,0.497,0.41,-7.07%
01-04-2010,0.467,0.563,0.566,0.463,-16.46%
01-03-2010,0.559,0.5,0.565,0.465,10.69%
01-02-2010,0.505,0.497,0.555,0.487,2.02%
01-01-2010,0.495,0.488,0.533,0.48,5.32%
01-12-2009,0.47,0.537,0.562,0.429,-11.15%
01-11-2009,0.529,0.65,0.725,0.528,-22.21%
01-10-2009,0.68,0.595,0.705,0.545,13.33%
01-09-2009,0.6,0.595,0.645,0.55,-1.64%
01-08-2009,0.61,0.71,0.75,0.6,-14.08%
01-07-2009,0.71,0.72,0.735,0.65,0.71%
01-06-2009,0.705,0.815,0.89,0.685,-14.02%
01-05-2009,0.82,0.815,0.87,0.775,-1.20%
01-04-2009,0.83,0.785,0.9,0.76,5.06%
01-03-2009,0.79,0.695,0.8,0.685,13.67%
01-02-2009,0.695,0.74,0.83,0.675,-6.08%
01-01-2009,0.74,0.73,0.8,0.665,4.23%
01-12-2008,0.71,0.88,0.935,0.66,-19.32%
01-11-2008,0.88,0.96,0.985,0.82,-5.38%
01-10-2008,0.93,1.095,1.245,0.85,-12.68%
01-09-2008,1.065,0.975,1.17,0.975,8.12%
01-08-2008,0.985,1.075,1.115,0.95,-12.05%
01-07-2008,1.12,1.24,1.3,1.07,-5.49%
01-06-2008,1.185,1.37,1.555,1.185,-13.82%
01-05-2008,1.375,1.14,1.445,1.09,10.00%
01-04-2008,1.25,0.74,1.29,0.74,64.04%
01-03-2008,0.762,0.83,0.865,0.71,-10.25%
01-02-2008,0.849,0.89,1.015,0.849,-8.91%
01-01-2008,0.932,0.95,1.05,0.785,-10.73%
01-12-2007,1.044,1.055,1.12,0.965,-0.48%
01-11-2007,1.049,1.16,1.205,0.995,-5.67%
01-10-2007,1.112,1.22,1.38,1.03,-9.81%
01-09-2007,1.233,1.205,1.305,1.075,1.99%
01-08-2007,1.209,1.41,1.445,1.105,-14.38%
01-07-2007,1.412,1.505,1.61,1.375,-6.12%
01-06-2007,1.504,1.405,1.595,1.402,9.54%
01-05-2007,1.373,1.205,1.375,1.205,11.44%
01-04-2007,1.232,1.21,1.291,1.21,0.74%
01-03-2007,1.223,1.232,1.247,1.119,0.33%
01-02-2007,1.219,1.209,1.292,1.165,-0.41%
01-01-2007,1.224,1.32,1.355,1.177,-4.90%
01-12-2006,1.287,1.195,1.29,1.162,5.58%
01-11-2006,1.219,1.195,1.28,1.177,0.16%
01-10-2006,1.217,1.192,1.383,1.153,4.64%
01-09-2006,1.163,1.102,1.222,1.09,3.38%
01-08-2006,1.125,1.453,1.457,1.115,-21.71%
01-07-2006,1.437,1.489,1.578,1.347,-1.03%
01-06-2006,1.452,1.384,1.473,1.209,7.08%
01-05-2006,1.356,1.393,1.543,1.275,-3.49%
01-04-2006,1.405,1.345,1.479,1.16,5.09%
01-03-2006,1.337,1.105,1.394,1.043,19.59%
01-02-2006,1.118,0.918,1.181,0.915,17.68%
01-01-2006,0.95,0.882,0.97,0.786,6.15%
01-12-2005,0.895,0.778,0.949,0.767,15.19%
01-11-2005,0.777,0.877,1.011,0.755,-12.30%
01-10-2005,0.886,0.813,0.918,0.769,8.31%
01-09-2005,0.818,0.572,0.828,0.515,39.35%
01-08-2005,0.587,0.565,0.728,0.562,5.39%
01-07-2005,0.557,0.423,0.557,0.423,29.53%
01-06-2005,0.43,0.442,0.535,0.415,-9.09%
01-05-2005,0.473,0.445,0.545,0.42,0.00%
01-04-2005,0.473,0.542,0.601,0.445,-16.28%
01-03-2005,0.565,0.658,0.691,0.54,-13.74%
01-02-2005,0.655,0.545,0.658,0.51,18.23%
01-01-2005,0.554,0.61,0.61,0.51,-10.65%
01-12-2004,0.62,0.59,0.625,0.51,1.81%
01-11-2004,0.609,0.64,0.685,0.55,-5.43%
01-10-2004,0.644,0.65,0.74,0.585,-0.77%
01-09-2004,0.649,0.67,0.725,0.6,-8.59%
01-08-2004,0.71,0.89,0.92,0.695,-17.92%
01-07-2004,0.865,0.84,0.9,0.8,-3.35%
01-06-2004,0.895,0.655,1.015,0.655,38.76%
01-05-2004,0.645,0.68,0.68,0.59,-4.44%
01-04-2004,0.675,0.64,0.71,0.62,3.05%
01-03-2004,0.655,0.435,0.69,0.435,55.95%
01-02-2004,0.42,0.51,0.51,0.42,-21.50%
01-01-2004,0.535,0.6,0.62,0.515,-10.08%
01-12-2003,0.595,0.56,0.67,0.525,-0.83%
01-11-2003,0.6,0.7,0.775,0.555,-9.77%
01-10-2003,0.665,0.67,0.74,0.565,-2.92%
01-09-2003,0.685,0.835,1.02,0.545,-4.20%
01-08-2003,0.715,0.715,0.715,0.715,120.00%
01-07-2003,0.325,0.325,0.325,0.325,-10.96%
01-06-2003,0.365,0.365,0.365,0.365,128.13%
01-05-2003,0.16,0.16,0.16,0.16,-23.81%
01-04-2003,0.21,0.21,0.21,0.21,-14.29%
01-03-2003,0.245,0.245,0.245,0.245,-5.77%
01-02-2003,0.26,0.26,0.26,0.26,-1.89%
01-01-2003,0.265,0.265,0.265,0.265,-15.87%
01-12-2002,0.315,0.315,0.315,0.315,5.00%
01-11-2002,0.3,0.3,0.3,0.3,13.21%
01-10-2002,0.265,0.265,0.265,0.265,-25.35%
01-09-2002,0.355,0.355,0.355,0.355,22.41%
01-08-2002,0.29,0.29,0.29,0.29,-30.95%
01-07-2002,0.42,0.42,0.42,0.42,-6.67%
01-06-2002,0.45,0.45,0.45,0.45,-6.25%
01-05-2002,0.48,0.48,0.48,0.48,-3.03%
01-04-2002,0.495,0.495,0.495,0.495,-10.00%
01-03-2002,0.55,0.55,0.55,0.55,-13.39%
01-02-2002,0.635,0.635,0.635,0.635,-8.63%
01-01-2002,0.695,0.695,0.695,0.695,28.70%
01-12-2001,0.54,0.54,0.54,0.54,3.85%
01-11-2001,0.52,0.52,0.52,0.52,11.83%
01-10-2001,0.465,0.465,0.465,0.465,-6.63%
01-09-2001,0.498,0.498,0.498,0.498,8.26%
01-08-2001,0.46,0.46,0.46,0.46,1.10%
01-07-2001,0.455,0.455,0.455,0.455,12.90%
01-06-2001,0.403,0.403,0.403,0.403,3.33%
01-05-2001,0.39,0.39,0.39,0.39,-24.42%
01-04-2001,0.516,0.516,0.516,0.516,-10.26%
01-03-2001,0.575,0.575,0.575,0.575,-8.73%
01-02-2001,0.63,0.63,0.63,0.63,-21.74%
01-01-2001,0.805,0.805,0.805,0.805,-15.71%
01-12-2000,0.955,0.955,0.955,0.955,2.14%
01-11-2000,0.935,0.935,0.935,0.935,-12.62%
01-10-2000,1.07,1.07,1.07,1.07,-8.39%
01-09-2000,1.168,1.168,1.168,1.168,2.46%
01-08-2000,1.14,1.14,1.14,1.14,19.00%
01-07-2000,0.958,0.958,0.958,0.958,-9.28%
01-06-2000,1.056,1.056,1.056,1.056,17.99%
01-05-2000,0.895,0.895,0.895,0.895,-10.41%
01-04-2000,0.999,0.999,0.999,0.999,-5.93%
01-03-2000,1.062,1.062,1.062,1.062,5.25%
01-02-2000,1.009,1.009,1.009,1.009,11.12%
01-01-2000,0.908,0.908,0.908,0.908,3.89%
