FREQ,REF_AREA,UNIT_MEASURE,UNIT_MULT,TIME_FORMAT,BREAKS,COVERAGE,DECIMALS,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS
M,JP,628,0,,,,,,2008-02,100.931622,F,,A
M,JP,628,0,,,,,,2008-03,101.353489,F,,A
M,JP,628,0,,,,,,2008-04,101.248023,F,,A
M,JP,628,0,,,,,,2008-05,102.091756,F,,A
M,JP,628,0,,,,,,2008-06,102.619089,F,,A
M,JP,628,0,,,,,,2008-07,102.830023,F,,A
M,JP,628,0,,,,,,2008-08,103.146423,F,,A
M,JP,628,0,,,,,,2008-09,103.146423,F,,A
M,JP,628,0,,,,,,2008-10,103.040956,F,,A
M,JP,628,0,,,,,,2008-11,102.091756,F,,A
M,JP,628,0,,,,,,2008-12,101.669889,F,,A
M,JP,628,0,,,,,,2009-01,101.142556,F,,A
M,JP,628,0,,,,,,2009-02,100.826156,F,,A
M,JP,628,0,,,,,,2009-03,101.142556,F,,A
M,JP,628,0,,,,,,2009-04,101.248023,F,,A
M,JP,628,0,,,,,,2009-05,101.037089,F,,A
M,JP,628,0,,,,,,2009-06,100.826156,F,,A
M,JP,628,0,,,,,,2009-07,100.509756,F,,A
M,JP,628,0,,,,,,2009-08,100.826156,F,,A
M,JP,628,0,,,,,,2009-09,100.826156,F,,A
M,JP,628,0,,,,,,2009-10,100.404289,F,,A
M,JP,628,0,,,,,,2009-11,100.193356,F,,A
M,JP,628,0,,,,,,2009-12,99.982422,F,,A
M,JP,628,0,,,,,,2010-01,100.087889,F,,A
M,JP,628,0,,,,,,2010-02,100.087889,F,,A
M,JP,628,0,,,,,,2010-03,100.298822,F,,A
M,JP,628,0,,,,,,2010-04,100.298822,F,,A
M,JP,628,0,,,,,,2010-05,100.298822,F,,A
M,JP,628,0,,,,,,2010-06,100.087889,F,,A
M,JP,628,0,,,,,,2010-07,99.560555,F,,A
M,JP,628,0,,,,,,2010-08,99.666022,F,,A
M,JP,628,0,,,,,,2010-09,99.876956,F,,A
M,JP,628,0,,,,,,2010-10,100.193356,F,,A
M,JP,628,0,,,,,,2010-11,99.876956,F,,A
M,JP,628,0,,,,,,2010-12,99.666022,F,,A
M,JP,628,0,,,,,,2011-01,99.560555,F,,A
M,JP,628,0,,,,,,2011-02,99.560555,F,,A
M,JP,628,0,,,,,,2011-03,99.771489,F,,A
M,JP,628,0,,,,,,2011-04,99.876956,F,,A
M,JP,628,0,,,,,,2011-05,99.876956,F,,A
M,JP,628,0,,,,,,2011-06,99.771489,F,,A
M,JP,628,0,,,,,,2011-07,99.771489,F,,A
M,JP,628,0,,,,,,2011-08,99.876956,F,,A
M,JP,628,0,,,,,,2011-09,99.876956,F,,A
M,JP,628,0,,,,,,2011-10,99.982422,F,,A
M,JP,628,0,,,,,,2011-11,99.349622,F,,A
M,JP,628,0,,,,,,2011-12,99.455089,F,,A
M,JP,628,0,,,,,,2012-01,99.666022,F,,A
M,JP,628,0,,,,,,2012-02,99.876956,F,,A
M,JP,628,0,,,,,,2012-03,100.298822,F,,A
M,JP,628,0,,,,,,2012-04,100.404289,F,,A
M,JP,628,0,,,,,,2012-05,100.087889,F,,A
M,JP,628,0,,,,,,2012-06,99.560555,F,,A
M,JP,628,0,,,,,,2012-07,99.244155,F,,A
M,JP,628,0,,,,,,2012-08,99.455089,F,,A
M,JP,628,0,,,,,,2012-09,99.560555,F,,A
M,JP,628,0,,,,,,2012-10,99.560555,F,,A
M,JP,628,0,,,,,,2012-11,99.244155,F,,A
M,JP,628,0,,,,,,2012-12,99.244155,F,,A
M,JP,628,0,,,,,,2013-01,99.349622,F,,A
M,JP,628,0,,,,,,2013-02,99.138689,F,,A
M,JP,628,0,,,,,,2013-03,99.349622,F,,A
M,JP,628,0,,,,,,2013-04,99.666022,F,,A
M,JP,628,0,,,,,,2013-05,99.771489,F,,A
M,JP,628,0,,,,,,2013-06,99.771489,F,,A
M,JP,628,0,,,,,,2013-07,99.982422,F,,A
M,JP,628,0,,,,,,2013-08,100.298822,F,,A
M,JP,628,0,,,,,,2013-09,100.615222,F,,A
M,JP,628,0,,,,,,2013-10,100.720689,F,,A
M,JP,628,0,,,,,,2013-11,100.720689,F,,A
M,JP,628,0,,,,,,2013-12,100.826156,F,,A
M,JP,628,0,,,,,,2014-01,100.720689,F,,A
M,JP,628,0,,,,,,2014-02,100.720689,F,,A
M,JP,628,0,,,,,,2014-03,100.931622,F,,A
M,JP,628,0,,,,,,2014-04,103.040956,F,,A
M,JP,628,0,,,,,,2014-05,103.462823,F,,A
M,JP,628,0,,,,,,2014-06,103.357356,F,,A
M,JP,628,0,,,,,,2014-07,103.462823,F,,A
M,JP,628,0,,,,,,2014-08,103.673756,F,,A
M,JP,628,0,,,,,,2014-09,103.88469,F,,A
M,JP,628,0,,,,,,2014-10,103.56829,F,,A
M,JP,628,0,,,,,,2014-11,103.25189,F,,A
M,JP,628,0,,,,,,2014-12,103.25189,F,,A
M,JP,628,0,,,,,,2015-01,103.146423,F,,A
M,JP,628,0,,,,,,2015-02,102.93549,F,,A
M,JP,628,0,,,,,,2015-03,103.25189,F,,A
M,JP,628,0,,,,,,2015-04,103.779223,F,,A
M,JP,628,0,,,,,,2015-05,104.095623,F,,A
M,JP,628,0,,,,,,2015-06,103.779223,F,,A
M,JP,628,0,,,,,,2015-07,103.673756,F,,A
M,JP,628,0,,,,,,2015-08,103.779223,F,,A
M,JP,628,0,,,,,,2015-09,103.88469,F,,A
M,JP,628,0,,,,,,2015-10,103.88469,F,,A
M,JP,628,0,,,,,,2015-11,103.462823,F,,A
M,JP,628,0,,,,,,2015-12,103.462823,F,,A
M,JP,628,0,,,,,,2016-01,103.040956,F,,A
M,JP,628,0,,,,,,2016-02,103.146423,F,,A
M,JP,628,0,,,,,,2016-03,103.25189,F,,A
M,JP,628,0,,,,,,2016-04,103.462823,F,,A
M,JP,628,0,,,,,,2016-05,103.56829,F,,A
M,JP,628,0,,,,,,2016-06,103.462823,F,,A
M,JP,628,0,,,,,,2016-07,103.25189,F,,A
M,JP,628,0,,,,,,2016-08,103.25189,F,,A
M,JP,628,0,,,,,,2016-09,103.357356,F,,A
M,JP,628,0,,,,,,2016-10,103.990156,F,,A
M,JP,628,0,,,,,,2016-11,103.990156,F,,A
M,JP,628,0,,,,,,2016-12,103.779223,F,,A
M,JP,628,0,,,,,,2017-01,103.56829,F,,A
M,JP,628,0,,,,,,2017-02,103.462823,F,,A
M,JP,628,0,,,,,,2017-03,103.462823,F,,A
M,JP,628,0,,,,,,2017-04,103.88469,F,,A
M,JP,628,0,,,,,,2017-05,103.990156,F,,A
M,JP,628,0,,,,,,2017-06,103.88469,F,,A
M,JP,628,0,,,,,,2017-07,103.673756,F,,A
M,JP,628,0,,,,,,2017-08,103.88469,F,,A
M,JP,628,0,,,,,,2017-09,104.20109,F,,A
M,JP,628,0,,,,,,2017-10,104.20109,F,,A
M,JP,628,0,,,,,,2017-11,104.51749,F,,A
M,JP,628,0,,,,,,2017-12,104.83389,F,,A
M,JP,628,0,,,,,,2018-01,104.939357,F,,A
M,JP,628,0,,,,,,2018-02,104.939357,F,,A
M,JP,628,0,,,,,,2018-03,104.622957,F,,A
M,JP,628,0,,,,,,2018-04,104.51749,F,,A
M,JP,628,0,,,,,,2018-05,104.728423,F,,A
M,JP,628,0,,,,,,2018-06,104.622957,F,,A
M,JP,628,0,,,,,,2018-07,104.622957,F,,A
M,JP,628,0,,,,,,2018-08,105.255757,F,,A
M,JP,628,0,,,,,,2018-09,105.361223,F,,A
M,JP,628,0,,,,,,2018-10,105.677623,F,,A
M,JP,628,0,,,,,,2018-11,105.46669,F,,A
M,JP,628,0,,,,,,2018-12,105.15029,F,,A
M,JP,628,0,,,,,,2019-01,105.15029,F,,A
M,JP,628,0,,,,,,2019-02,105.15029,F,,A
M,JP,628,0,,,,,,2019-03,105.15029,F,,A
M,JP,628,0,,,,,,2019-04,105.46669,F,,A
M,JP,628,0,,,,,,2019-05,105.46669,F,,A
M,JP,628,0,,,,,,2019-06,105.255757,F,,A
M,JP,628,0,,,,,,2019-07,105.255757,F,,A
M,JP,628,0,,,,,,2019-08,105.46669,F,,A
M,JP,628,0,,,,,,2019-09,105.572157,F,,A
M,JP,628,0,,,,,,2019-10,105.888557,F,,A
M,JP,628,0,,,,,,2019-11,105.994024,F,,A
M,JP,628,0,,,,,,2019-12,105.994024,F,,A
M,JP,628,0,,,,,,2020-01,105.994024,F,,A
M,JP,628,0,,,,,,2020-02,105.78309,F,,A
M,JP,628,0,,,,,,2020-03,105.78309,F,,A
M,JP,628,0,,,,,,2020-04,105.677623,F,,A
M,JP,628,0,,,,,,2020-05,105.572157,F,,A
M,JP,628,0,,,,,,2020-06,105.361223,F,,A
M,JP,628,0,,,,,,2020-07,105.46669,F,,A
M,JP,628,0,,,,,,2020-08,105.572157,F,,A
M,JP,628,0,,,,,,2020-09,105.361223,F,,A
M,JP,628,0,,,,,,2020-10,105.255757,F,,A
M,JP,628,0,,,,,,2020-11,104.939357,F,,A
M,JP,628,0,,,,,,2020-12,104.728423,F,,A
M,JP,628,0,,,,,,2021-01,105.255757,F,,A
M,JP,628,0,,,,,,2021-02,105.255757,F,,A
M,JP,628,0,,,,,,2021-03,105.361223,F,,A
M,JP,628,0,,,,,,2021-04,104.51749,F,,A
M,JP,628,0,,,,,,2021-05,104.83389,F,,A
M,JP,628,0,,,,,,2021-06,104.939357,F,,A
M,JP,628,0,,,,,,2021-07,105.15029,F,,A
M,JP,628,0,,,,,,2021-08,105.15029,F,,A
M,JP,628,0,,,,,,2021-09,105.572157,F,,A
M,JP,628,0,,,,,,2021-10,105.361223,F,,A
M,JP,628,0,,,,,,2021-11,105.572157,F,,A
M,JP,628,0,,,,,,2021-12,105.572157,F,,A
M,JP,628,0,,,,,,2022-01,105.78309,F,,A
M,JP,628,0,,,,,,2022-02,106.204957,F,,A
M,JP,628,0,,,,,,2022-03,106.626824,F,,A
M,JP,628,0,,,,,,2022-04,107.04869,F,,A
M,JP,628,0,,,,,,2022-05,107.365091,F,,A
M,JP,628,0,,,,,,2022-06,107.365091,F,,A
M,JP,628,0,,,,,,2022-07,107.892424,F,,A
M,JP,628,0,,,,,,2022-08,108.314291,F,,A
M,JP,628,0,,,,,,2022-09,108.736157,F,,A
M,JP,628,0,,,,,,2022-10,109.368958,F,,A
M,JP,628,0,,,,,,2022-11,109.579891,F,,A
M,JP,628,0,,,,,,2022-12,109.790824,F,,A
M,JP,628,0,,,,,,2023-01,110.423625,F,,A
M,JP,628,0,,,,,,2023-02,109.685358,F,,A
M,JP,628,0,,,,,,2023-03,110.107224,F,,A
M,JP,628,0,,,,,,2023-04,110.845491,F,,A
M,JP,628,0,,,,,,2023-05,110.845491,F,,A
M,JP,628,0,,,,,,2023-06,110.950958,F,,A
M,JP,628,0,,,,,,2023-07,111.478291,F,,A
M,JP,628,0,,,,,,2023-08,111.689225,F,,A
M,JP,628,0,,,,,,2023-09,112.005625,F,,A
M,JP,628,0,,,,,,2023-10,112.954825,F,,A
M,JP,628,0,,,,,,2023-11,112.743892,F,,A
M,JP,628,0,,,,,,2023-12,112.638425,F,,A
M,JP,628,0,,,,,,2024-01,112.743892,F,,A
M,JP,628,0,,,,,,2024-02,112.743892,F,,A
M,JP,628,0,,,,,,2024-03,113.060292,F,,A
M,JP,628,0,,,,,,2024-04,113.587625,F,,A
M,JP,628,0,,,,,,2024-05,114.009492,F,,A
M,JP,628,0,,,,,,2024-06,114.114959,F,,A
M,JP,628,0,,,,,,2024-07,114.536825,F,,A
M,JP,628,0,,,,,,2024-08,115.064159,F,,A
M,JP,628,0,,,,,,2024-09,114.853226,F,,A
M,JP,628,0,,,,,,2024-10,115.486026,F,,A
M,JP,628,0,,,,,,2024-11,116.013359,F,,A
M,JP,628,0,,,,,,2024-12,116.751626,F,,A
M,JP,628,0,,,,,,2025-01,117.278959,F,,A
M,JP,628,0,,,,,,2025-02,116.857093,F,,A
