DATE,10Y_Yield
2022-09-01,0.2399999999999999
2022-10-01,0.245
2022-11-01,0.25
2022-12-01,0.4099999999999999
2023-01-01,0.4899999999999999
2023-02-01,0.5
2023-03-01,0.32
2023-04-01,0.385
2023-05-01,0.4299999999999999
2023-06-01,0.395
2023-07-01,0.5949999999999999
2023-08-01,0.64
2023-09-01,0.765
2023-10-01,0.95
2023-11-01,0.66
2023-12-01,0.62
